BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910979,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910980,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,617,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910983,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,748.15,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910984,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910987,EDAMERICA,3/1/2017,3/31/2017,STUDENT LOANS,617,2017,EDAMERICA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910988,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,720,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910991,NELNET INC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,NELNET INC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910992,DEPT OF EDUCATION/MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,591.39,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910996,DEPT OF EDUCATION/MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910997,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,800,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910998,ACS,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,ACS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,910999,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911005,AMERICAN EDUCATION SERVICES,3/1/2017,3/31/2017,STUDENT LOANS,733,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911009,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911012,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,532.75,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911013,AMERICAN EDUCATION SERVICES,3/1/2017,3/31/2017,STUDENT LOANS,583,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911014,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911016,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911023,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911027,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911028,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911029,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,583.33,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911031,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911032,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,698.97,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911034,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911035,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,528.86,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911036,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,628,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911040,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911041,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,740.4,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911045,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911046,DEPT OF EDUCATION/EDFINANCIAL,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911050,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,740,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911052,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911053,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,617,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911054,DEPT OF EDUCATION/GREAT LAKES - DOE,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911055,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911056,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,740.4,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911057,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,550,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911058,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911065,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911069,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911070,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911071,AMERICAN EDUCATION SERVICES,3/1/2017,3/31/2017,STUDENT LOANS,753,2017,AMERICAN EDUCATION SERVICES
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911074,DEPT OF EDUCATION/MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911075,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911076,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,738.33,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911083,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911085,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911086,DEPT OF EDUCATION,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911087,DEPT OF EDUCATION,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911089,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911090,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911091,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911093,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911094,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911095,MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911096,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911097,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911101,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911104,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911105,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911106,NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,740,2017,NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911107,CAMPUS PARTNERS,3/1/2017,3/31/2017,STUDENT LOANS,549.09,2017,CAMPUS PARTNERS
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911111,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911115,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911116,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911117,DEPT OF EDUCATION/GREAT LAKES - DOE,3/1/2017,3/31/2017,STUDENT LOANS,533,2017,DEPT OF EDUCATION/GREAT LAKES - DOE
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911118,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911119,DEPT OF EDUCATION/EDFINANCIAL,3/1/2017,3/31/2017,STUDENT LOANS,700,2017,DEPT OF EDUCATION/EDFINANCIAL
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911122,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911124,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911127,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911128,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911132,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,600,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911134,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911135,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911136,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911137,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911138,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911139,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911141,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911144,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911145,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,700,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911146,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,663,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911148,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,563,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911150,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911151,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911152,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911153,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,733,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911154,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911155,DEPT OF EDUCATION/NELNET,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NELNET
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911156,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911157,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911158,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911160,DEPT OF EDUCATION/NAVIENT,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUCATION/NAVIENT
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911167,MOHELA,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,MOHELA
,GOVERNMENT CONTRIBUTIONS,2017Q1,GOVERNMENT CONTRIBUTIONS,PERSONNEL BENEFITS,3/16/2017,AP,911168,DEPT OF EDUC VIA FEDLOAN SVC,3/1/2017,3/31/2017,STUDENT LOANS,833,2017,DEPT OF EDUC VIA FEDLOAN SVC
